Date,Close
2018-01-02,20.200000762939453
2018-01-03,20.149999618530273
2018-01-04,20.0
2018-01-05,20.100000381469727
2018-01-08,20.700000762939453
2018-01-09,21.399999618530273
2018-01-10,22.25
2018-01-11,22.950000762939453
2018-01-12,22.950000762939453
2018-01-16,23.25
2018-01-17,23.25
2018-01-18,23.0
2018-01-19,23.200000762939453
2018-01-22,24.200000762939453
2018-01-23,24.950000762939453
2018-01-24,25.100000381469727
2018-01-25,24.5
2018-01-26,24.700000762939453
2018-01-29,24.5
2018-01-30,24.149999618530273
2018-01-31,23.350000381469727
2018-02-01,23.649999618530273
2018-02-02,23.149999618530273
2018-02-05,21.549999237060547
2018-02-06,21.950000762939453
2018-02-07,22.25
2018-02-08,21.799999237060547
2018-02-09,21.600000381469727
2018-02-12,23.0
2018-02-13,23.049999237060547
2018-02-14,22.700000762939453
2018-02-15,24.450000762939453
2018-02-16,24.049999237060547
2018-02-20,23.700000762939453
2018-02-21,24.0
2018-02-22,24.100000381469727
2018-02-23,23.950000762939453
2018-02-26,24.649999618530273
2018-02-27,24.350000381469727
2018-02-28,24.399999618530273
2018-03-01,24.75
2018-03-02,24.600000381469727
2018-03-05,25.25
2018-03-06,22.850000381469727
2018-03-07,22.299999237060547
2018-03-08,22.0
2018-03-09,21.899999618530273
2018-03-12,22.0
2018-03-13,21.850000381469727
2018-03-14,21.899999618530273
2018-03-15,21.350000381469727
2018-03-16,21.350000381469727
2018-03-19,20.899999618530273
2018-03-20,21.149999618530273
2018-03-21,21.049999237060547
2018-03-22,21.799999237060547
2018-03-23,21.75
2018-03-26,21.75
2018-03-27,21.299999237060547
2018-03-28,21.0
2018-03-29,21.399999618530273
2018-04-02,21.200000762939453
2018-04-03,21.700000762939453
2018-04-04,22.0
2018-04-05,21.549999237060547
2018-04-06,20.899999618530273
2018-04-09,21.299999237060547
2018-04-10,22.049999237060547
2018-04-11,21.450000762939453
2018-04-12,21.399999618530273
2018-04-13,21.350000381469727
2018-04-16,21.700000762939453
2018-04-17,22.25
2018-04-18,22.25
2018-04-19,22.549999237060547
2018-04-20,22.5
2018-04-23,22.25
2018-04-24,21.850000381469727
2018-04-25,22.0
2018-04-26,22.149999618530273
2018-04-27,21.850000381469727
2018-04-30,22.0
2018-05-01,22.399999618530273
2018-05-02,22.5
2018-05-03,22.200000762939453
2018-05-04,21.75
2018-05-07,22.299999237060547
2018-05-08,21.899999618530273
2018-05-09,22.149999618530273
2018-05-10,22.049999237060547
2018-05-11,22.0
2018-05-14,22.549999237060547
2018-05-15,22.149999618530273
2018-05-16,21.899999618530273
2018-05-17,22.100000381469727
2018-05-18,21.75
2018-05-21,21.649999618530273
2018-05-22,21.600000381469727
2018-05-23,21.5
2018-05-24,21.549999237060547
2018-05-25,21.399999618530273
2018-05-29,21.299999237060547
2018-05-30,21.549999237060547
2018-05-31,22.149999618530273
2018-06-01,21.950000762939453
2018-06-04,22.0
2018-06-05,21.850000381469727
2018-06-06,21.600000381469727
2018-06-07,21.899999618530273
2018-06-08,21.700000762939453
2018-06-11,21.649999618530273
2018-06-12,21.25
2018-06-13,20.899999618530273
2018-06-14,20.850000381469727
2018-06-15,20.700000762939453
2018-06-18,20.5
2018-06-19,20.649999618530273
2018-06-20,20.399999618530273
